年,月,日,時,分,秒,緯度(度),緯度(分),経度(度),経度(分),深さ(km),Ｍ,震央地名
2022,6,10,01,46,21.7,32,34.6,129,57.8,8,-0.5,天草灘
2022,6,10,01,47,24.5,32,37.1,131,15.6,12,0.1,宮崎県北部山沿い
2022,6,10,01,57,2.6,36,35.7,137,50.5,17,0.1,長野県北部
2022,6,10,01,57,22.7,34,4.7,135,18.8,9,0.3,和歌山県北部
2022,6,10,01,58,10.1,37,30.6,137,17.1,12,1.2,石川県能登地方
2022,6,10,01,59,19.4,37,13.2,142,16.6,11,0.9,福島県沖
2022,6,10,02,00,55.7,37,49.6,141,36.4,49,1.1,福島県沖
2022,6,10,02,01,26.0,37,30.8,137,15.0,14,0.7,石川県能登地方
2022,6,10,02,04,30.6,36,56.2,141,30.6,30,1.3,福島県沖
2022,6,10,02,05,3.6,39,31.2,141,41.8,12,0.5,岩手県沿岸北部
2022,6,10,02,07,28.9,31,6.0,131,30.9,38,0.7,大隅半島東方沖
2022,6,10,02,07,58.1,34,50.1,136,41.7,18,2.5,伊勢湾
2022,6,10,02,09,10.2,41,52.8,140,58.6,8,0.6,渡島地方東部
2022,6,10,02,13,11.0,37,51.0,141,34.9,49,1.3,福島県沖
2022,6,10,02,13,34.0,34,50.3,136,41.7,20,0.5,伊勢湾
2022,6,10,02,14,19.9,36,59.5,141,14.9,25,0.9,福島県沖
2022,6,10,02,14,44.0,31,3.2,131,30.1,32,0.7,大隅半島東方沖
2022,6,10,02,15,51.1,36,52.5,141,21.9,71,1.1,福島県沖
2022,6,10,02,15,59.2,37,51.2,141,43.0,63,2.4,福島県沖
2022,6,10,02,17,12.6,41,27.3,142,58.2,17,1.7,青森県東方沖
2022,6,10,02,17,17.2,39,42.6,141,59.5,27,0.5,岩手県沖
2022,6,10,02,17,49.1,34,51.2,140,0.6,71,1.5,千葉県南東沖
2022,6,10,02,17,52.2,37,50.7,141,35.8,49,1.4,福島県沖
2022,6,10,02,20,50.3,35,56.0,137,40.6,7,-0.2,長野県南部
2022,6,10,02,23,8.3,35,19.3,137,19.5,14,0.3,岐阜県美濃東部
2022,6,10,02,24,1.4,32,38.9,130,41.9,15,0.1,熊本県熊本地方
2022,6,10,02,24,47.1,36,35.5,137,50.3,15,0.0,長野県北部
2022,6,10,02,26,35.8,28,21.5,129,32.2,24,0.0,奄美大島近海
2022,6,10,02,34,1.2,34,43.9,140,36.9,44,1.5,千葉県南東沖
2022,6,10,02,34,9.2,39,11.6,142,22.8,33,1.5,岩手県沖
2022,6,10,02,35,12.5,36,36.3,137,51.0,14,0.7,長野県北部
2022,6,10,02,38,37.7,36,35.9,137,50.4,17,0.4,長野県北部
2022,6,10,02,38,38.9,37,1.2,140,41.0,17,0.8,福島県浜通り
2022,6,10,02,40,14.4,32,45.0,129,56.3,12,0.7,長崎県南西部
2022,6,10,02,41,58.6,35,57.9,137,37.1,3,0.2,長野県南部
2022,6,10,02,42,8.7,45,26.2,140,58.1,0,1.7,北海道北西沖
2022,6,10,02,43,31.3,36,34.6,137,40.3,1,0.3,富山県東部
2022,6,10,02,44,42.9,36,26.0,138,1.7,3,-0.6,長野県中部
2022,6,10,02,45,31.8,33,50.6,134,57.9,11,1.1,紀伊水道
2022,6,10,02,48,56.7,41,32.0,144,10.1,18,1.4,十勝沖
2022,6,10,02,53,23.8,36,35.9,137,51.1,19,0.5,長野県北部
2022,6,10,02,54,24.9,32,46.5,130,46.4,16,0.0,熊本県熊本地方
2022,6,10,02,55,52.5,35,50.8,140,54.7,34,1.3,千葉県東方沖
2022,6,10,02,57,12.2,37,30.8,137,14.5,13,0.5,石川県能登地方
2022,6,10,02,57,35.8,31,36.0,131,9.6,55,0.2,鹿児島県大隅地方
2022,6,10,02,59,10.7,37,22.2,141,41.2,43,1.2,福島県沖
2022,6,10,02,59,30.8,34,50.0,136,41.9,18,0.9,伊勢湾
2022,6,10,03,00,1.2,37,25.0,141,56.7,32,1.1,福島県沖
2022,6,10,03,01,43.9,37,39.6,139,41.8,15,0.4,福島県会津
2022,6,10,03,04,26.7,37,46.3,141,34.8,53,1.4,福島県沖
2022,6,10,03,05,9.5,37,31.2,137,14.0,13,3.5,能登半島沖
2022,6,10,03,06,36.5,37,32.1,137,13.8,12,1.0,能登半島沖
2022,6,10,03,07,38.1,36,44.0,141,20.1,11,1.9,茨城県沖
2022,6,10,03,08,39.2,36,8.4,140,52.8,43,1.0,茨城県沖
2022,6,10,03,08,47.1,37,31.3,137,12.9,10,0.7,能登半島沖
2022,6,10,03,09,28.3,37,32.0,137,13.7,13,0.6,能登半島沖
2022,6,10,03,10,41.1,37,29.9,137,15.1,12,0.5,石川県能登地方
2022,6,10,03,12,15.7,29,34.1,129,44.1,11,1.2,トカラ列島近海
2022,6,10,03,12,58.6,35,54.2,137,43.9,4,-0.3,長野県南部
2022,6,10,03,14,53.0,34,48.0,132,45.4,12,0.2,広島県北部
2022,6,10,03,18,53.5,33,45.8,135,34.9,22,-0.4,和歌山県南部
2022,6,10,03,25,41.2,35,40.4,138,18.3,18,0.0,山梨県中・西部
2022,6,10,03,26,47.4,37,30.6,137,16.3,11,0.7,石川県能登地方
2022,6,10,03,27,41.6,28,27.7,129,11.0,18,-,奄美大島近海
2022,6,10,03,31,0.9,33,47.9,134,53.8,14,0.2,紀伊水道
2022,6,10,03,34,50.1,35,54.9,137,37.5,9,0.4,長野県南部
2022,6,10,03,35,35.4,35,31.2,136,36.7,8,0.2,岐阜県美濃中西部
2022,6,10,03,35,44.4,37,30.4,137,14.8,13,0.7,石川県能登地方
2022,6,10,03,38,16.3,33,51.3,134,36.0,34,0.2,徳島県南部
2022,6,10,03,43,57.3,34,18.2,132,0.4,14,0.0,山口県東部
2022,6,10,03,47,13.3,40,31.6,142,18.3,44,0.8,青森県東方沖
2022,6,10,03,51,58.3,35,56.0,137,40.3,7,2.0,長野県南部
2022,6,10,03,52,32.0,36,40.1,142,2.4,15,0.9,福島県沖
2022,6,10,04,01,47.2,37,51.7,141,42.4,57,1.1,福島県沖
2022,6,10,04,02,53.3,33,31.3,140,44.4,46,1.3,八丈島東方沖
2022,6,10,04,04,38.1,37,31.9,137,14.0,12,0.6,能登半島沖
2022,6,10,04,10,46.1,34,38.0,136,23.0,14,0.3,三重県中部
2022,6,10,04,10,56.5,34,29.8,132,24.8,21,-0.1,広島県南西部
2022,6,10,04,11,51.7,23,13.0,121,33.2,0,3.0,台湾付近
2022,6,10,04,14,37.7,37,45.8,140,3.2,7,0.8,福島県会津
2022,6,10,04,15,26.4,37,30.1,137,15.0,12,0.4,石川県能登地方
2022,6,10,04,16,19.0,39,52.5,142,9.8,47,1.2,岩手県沖
2022,6,10,04,16,22.2,37,47.2,141,36.0,53,1.0,福島県沖
2022,6,10,04,16,58.9,34,12.5,135,4.2,8,-0.2,紀伊水道
2022,6,10,04,18,30.1,31,58.4,131,35.9,40,-0.1,日向灘
2022,6,10,04,19,16.7,37,13.0,142,9.8,24,1.6,福島県沖
2022,6,10,04,19,47.3,36,46.6,140,34.0,6,-0.1,茨城県北部
2022,6,10,04,28,29.1,35,55.7,137,40.4,6,-0.5,長野県南部
2022,6,10,04,33,46.3,32,56.2,131,0.9,7,-0.1,熊本県阿蘇地方
2022,6,10,04,34,54.9,36,26.4,138,1.8,7,0.3,長野県中部
2022,6,10,04,38,5.2,35,1.6,135,29.3,13,0.1,京都府南部
2022,6,10,04,38,43.1,36,9.7,138,2.3,8,0.0,長野県中部
2022,6,10,04,39,1.2,37,50.2,141,34.5,48,0.7,福島県沖
2022,6,10,04,40,25.4,37,12.7,142,9.9,23,1.1,福島県沖
2022,6,10,04,40,48.7,36,39.4,140,48.3,58,2.6,茨城県沖
2022,6,10,04,42,31.6,34,56.1,141,8.5,19,1.8,千葉県東方沖
2022,6,10,04,43,47.3,34,54.9,135,37.5,11,0.1,大阪府北部
2022,6,10,04,45,11.0,24,41.1,122,30.3,116,2.2,与那国島近海
2022,6,10,04,45,51.7,32,13.3,130,20.0,9,-0.2,熊本県天草・芦北地方
2022,6,10,04,46,18.5,33,59.1,134,22.7,10,0.3,徳島県北部
2022,6,10,04,47,5.8,36,11.8,140,57.8,30,1.1,茨城県沖
2022,6,10,04,47,56.5,36,15.2,136,56.5,6,-0.1,岐阜県飛騨地方
2022,6,10,04,50,27.9,31,58.4,130,30.7,7,-0.2,鹿児島県薩摩地方
2022,6,10,04,55,48.4,36,33.6,139,24.2,6,-0.1,群馬県南部
2022,6,10,04,55,57.3,34,15.9,135,25.7,7,0.3,和歌山県北部
2022,6,10,04,57,16.9,28,22.3,129,32.1,26,1.0,奄美大島近海
2022,6,10,04,58,30.6,37,30.3,137,17.6,12,0.9,石川県能登地方
2022,6,10,05,00,21.8,38,12.5,142,19.8,31,-,宮城県沖
2022,6,10,05,00,49.4,28,21.5,129,32.2,24,0.2,奄美大島近海
2022,6,10,05,00,59.2,37,30.9,137,14.8,13,0.8,石川県能登地方
2022,6,10,05,02,51.8,33,22.5,133,49.0,20,0.1,土佐湾
2022,6,10,05,06,10.9,36,7.7,137,22.1,9,-0.1,岐阜県飛騨地方
2022,6,10,05,07,53.2,36,7.7,137,21.9,9,-0.6,岐阜県飛騨地方
2022,6,10,05,11,8.4,28,2.8,129,35.7,22,0.9,奄美大島近海
2022,6,10,05,11,13.2,37,45.2,141,34.9,53,2.4,福島県沖
2022,6,10,05,11,53.5,35,12.9,137,43.1,11,-0.3,愛知県東部
2022,6,10,05,12,22.1,33,22.3,133,49.2,21,0.4,土佐湾
2022,6,10,05,12,33.2,37,46.2,141,35.0,54,0.8,福島県沖
2022,6,10,05,15,1.3,38,0.3,141,43.7,54,1.1,宮城県沖
2022,6,10,05,16,9.7,32,11.8,132,23.3,32,1.1,日向灘
2022,6,10,05,19,46.1,37,59.2,141,33.7,48,0.6,宮城県沖
2022,6,10,05,19,55.4,44,38.8,142,30.4,4,0.7,宗谷地方南部
2022,6,10,05,20,48.8,35,54.1,138,4.5,8,-0.4,長野県南部
2022,6,10,05,21,30.5,37,43.9,141,33.9,55,1.1,福島県沖
2022,6,10,05,23,39.2,36,49.2,141,22.9,4,1.5,茨城県沖
2022,6,10,05,27,57.3,34,48.8,137,42.8,31,0.4,静岡県西部
2022,6,10,05,28,29.7,34,18.0,136,4.7,8,0.7,奈良県
2022,6,10,05,29,21.2,37,31.2,137,13.8,13,2.0,能登半島沖
2022,6,10,05,30,30.6,37,31.4,137,13.6,12,0.6,能登半島沖
2022,6,10,05,30,32.2,32,26.7,130,28.5,11,0.4,熊本県天草・芦北地方
2022,6,10,05,33,54.8,35,1.3,137,58.6,21,0.1,静岡県西部
2022,6,10,05,35,1.3,37,56.0,141,47.8,52,1.0,宮城県沖
2022,6,10,05,35,9.8,37,49.8,141,36.1,49,2.2,福島県沖
2022,6,10,05,36,37.6,36,44.1,140,12.2,82,0.8,栃木県南部
2022,6,10,05,36,52.2,36,35.6,137,50.6,16,0.4,長野県北部
2022,6,10,05,37,54.5,32,21.8,129,43.2,12,-0.1,天草灘
2022,6,10,05,39,39.1,37,31.1,137,16.6,11,1.1,石川県能登地方
2022,6,10,05,40,14.4,37,30.8,137,16.6,12,1.2,石川県能登地方
2022,6,10,05,40,48.5,37,30.7,137,16.5,12,0.7,石川県能登地方
2022,6,10,05,43,41.7,35,19.2,137,12.5,47,0.7,岐阜県美濃東部
2022,6,10,05,44,40.0,37,24.6,141,56.9,32,-,福島県沖
2022,6,10,05,44,48.5,35,23.2,137,56.8,9,-0.4,長野県南部
2022,6,10,05,45,14.3,37,31.2,142,1.8,36,-,福島県沖
2022,6,10,05,45,22.9,35,1.4,137,58.7,20,0.1,静岡県西部
2022,6,10,05,45,28.6,37,37.3,141,30.8,52,1.1,福島県沖
2022,6,10,05,47,32.9,35,28.4,134,57.7,8,-0.2,兵庫県北部
2022,6,10,05,47,33.3,34,55.5,136,4.7,8,0.5,滋賀県南部
2022,6,10,05,48,44.4,37,44.1,139,57.4,5,0.3,福島県会津
2022,6,10,05,49,18.0,33,22.5,132,13.8,45,1.8,豊後水道
2022,6,10,05,54,33.2,37,49.8,141,36.8,48,1.2,福島県沖
2022,6,10,05,56,46.9,35,47.8,140,55.7,28,1.2,千葉県東方沖
2022,6,10,05,56,59.7,32,36.1,132,39.5,29,0.4,四国沖
2022,6,10,05,57,20.5,39,42.4,141,44.5,104,1.7,岩手県沿岸北部
2022,6,10,05,59,5.3,37,22.9,141,47.9,41,1.3,福島県沖
2022,6,10,05,59,44.7,33,52.6,135,36.7,27,0.6,和歌山県南部
2022,6,10,06,01,35.8,37,50.6,141,36.7,46,1.0,福島県沖
2022,6,10,06,02,44.0,28,23.3,129,31.3,26,0.3,奄美大島近海
2022,6,10,06,03,25.0,34,1.9,135,12.3,6,0.3,和歌山県北部
2022,6,10,06,05,43.3,34,46.6,132,6.7,11,0.0,島根県西部
2022,6,10,06,07,43.7,37,22.3,141,59.9,32,0.7,福島県沖
2022,6,10,06,08,39.1,34,9.2,135,19.2,5,1.0,和歌山県北部
2022,6,10,06,11,23.3,37,48.1,141,39.5,55,1.6,福島県沖
2022,6,10,06,13,12.2,32,39.8,132,0.5,36,0.3,日向灘
2022,6,10,06,16,29.1,28,10.2,129,35.8,27,1.4,奄美大島近海
2022,6,10,06,18,43.9,35,38.7,140,41.1,47,0.9,千葉県東方沖
2022,6,10,06,20,35.9,27,49.4,129,19.9,16,0.9,奄美大島近海
2022,6,10,06,20,50.3,36,57.2,141,19.9,25,1.2,福島県沖
2022,6,10,06,22,8.3,37,4.3,141,13.8,31,1.0,福島県沖
2022,6,10,06,24,9.4,34,1.4,135,14.4,5,0.9,和歌山県北部
2022,6,10,06,24,41.1,38,56.5,141,39.2,69,0.5,宮城県沖
2022,6,10,06,26,42.4,37,30.1,137,11.9,11,0.4,能登半島沖
2022,6,10,06,28,19.4,37,47.6,141,37.8,51,1.9,福島県沖
2022,6,10,06,31,32.9,28,2.8,129,35.9,20,0.9,奄美大島近海
2022,6,10,06,32,32.2,32,16.8,129,51.9,13,0.1,天草灘
2022,6,10,06,32,38.3,39,20.1,142,4.0,45,0.8,岩手県沖
2022,6,10,06,37,20.6,32,44.5,132,4.7,39,1.0,日向灘
2022,6,10,06,44,47.8,39,30.7,140,58.1,99,1.3,岩手県内陸南部
2022,6,10,06,47,50.4,26,50.8,130,6.7,70,2.2,奄美大島近海
2022,6,10,06,53,7.9,32,54.2,130,35.0,12,0.1,熊本県熊本地方
2022,6,10,06,53,45.9,37,13.9,141,6.0,84,1.5,福島県沖
2022,6,10,06,56,59.9,37,37.5,142,7.4,36,0.9,福島県沖
2022,6,10,06,58,40.4,34,28.3,141,32.6,10,1.9,関東東方沖
2022,6,10,06,58,50.5,37,50.8,141,45.2,60,2.3,福島県沖
2022,6,10,07,00,36.9,33,45.9,134,15.6,8,1.0,徳島県南部
2022,6,10,07,01,16.3,36,50.1,140,34.3,8,0.2,茨城県北部
2022,6,10,07,05,29.8,34,4.5,135,19.6,5,0.3,和歌山県北部
2022,6,10,07,06,33.0,34,4.3,135,20.2,4,-,和歌山県北部
2022,6,10,07,06,38.8,42,0.1,142,16.3,69,1.1,浦河沖
2022,6,10,07,07,0.1,34,44.8,140,36.2,46,0.9,千葉県南東沖
2022,6,10,07,09,9.0,37,22.1,138,24.5,32,0.8,新潟県上中越沖
2022,6,10,07,12,21.2,32,22.5,130,40.2,9,0.5,熊本県熊本地方
2022,6,10,07,19,47.3,39,48.9,142,21.6,12,1.9,岩手県沖
2022,6,10,07,21,36.5,33,19.8,142,14.5,18,2.9,八丈島東方沖
2022,6,10,07,22,46.9,34,50.2,136,42.1,18,1.1,伊勢湾
2022,6,10,07,25,18.3,27,42.9,129,54.2,18,-,奄美大島近海
2022,6,10,07,34,6.3,38,56.6,144,37.9,15,1.3,三陸沖
2022,6,10,07,39,48.6,32,54.3,130,35.2,12,0.7,熊本県熊本地方
2022,6,10,07,42,40.2,37,45.8,140,3.0,9,0.1,福島県会津
2022,6,10,07,45,22.3,33,56.6,133,41.3,7,0.3,愛媛県東予
2022,6,10,07,47,10.6,33,33.3,132,20.2,45,2.3,伊予灘
2022,6,10,07,47,21.9,39,49.6,142,20.7,22,-,岩手県沖
2022,6,10,07,50,19.2,31,58.5,130,55.2,7,0.1,宮崎県南部山沿い
2022,6,10,07,55,16.9,41,58.0,140,57.6,11,1.4,内浦湾
2022,6,10,07,56,34.0,35,46.5,140,55.3,22,2.0,千葉県東方沖
2022,6,10,07,59,17.7,39,7.3,142,21.7,27,0.9,岩手県沖
2022,6,10,08,00,33.0,34,36.2,139,48.6,24,1.4,千葉県南東沖
2022,6,10,08,01,21.9,37,46.2,141,46.8,43,1.6,福島県沖
2022,6,10,08,03,54.2,34,26.6,140,33.3,51,0.9,千葉県南東沖
2022,6,10,08,04,48.6,37,51.4,141,34.3,47,0.9,福島県沖
2022,6,10,08,05,23.5,37,54.3,141,41.9,57,0.9,宮城県沖
2022,6,10,08,06,14.3,34,9.4,140,6.7,19,1.2,房総半島南方沖
2022,6,10,08,12,39.5,35,41.6,140,14.6,46,2.0,千葉県北西部
2022,6,10,08,14,5.4,35,41.6,140,14.6,45,1.9,千葉県北西部
2022,6,10,08,14,32.6,41,15.2,140,22.9,166,3.1,津軽海峡
2022,6,10,08,15,28.7,35,0.3,132,56.1,8,1.0,広島県北部
2022,6,10,08,17,22.4,42,39.9,145,22.0,26,2.0,釧路沖
2022,6,10,08,22,1.2,35,9.5,132,51.4,17,0.1,島根県東部
2022,6,10,08,26,30.2,39,34.1,141,54.1,29,2.2,岩手県沿岸北部
2022,6,10,08,27,36.8,36,12.3,141,5.1,19,1.3,茨城県沖
2022,6,10,08,34,36.3,36,36.1,137,50.6,18,0.7,長野県北部
2022,6,10,08,36,20.0,32,46.9,130,31.7,13,0.6,有明海
2022,6,10,08,42,28.8,37,12.7,142,15.7,20,2.0,福島県沖
2022,6,10,08,43,57.9,24,10.7,122,20.3,56,-,台湾付近
2022,6,10,08,44,1.7,37,56.1,141,42.0,55,1.1,宮城県沖
2022,6,10,08,53,25.8,34,11.2,136,28.9,39,0.8,三重県南東沖
2022,6,10,08,55,57.0,34,5.5,140,38.5,27,1.2,房総半島南方沖
2022,6,10,08,57,18.6,39,20.3,144,31.6,31,1.3,三陸沖
2022,6,10,09,07,23.0,32,33.3,129,59.9,11,-0.5,天草灘
2022,6,10,09,08,11.4,37,52.6,141,38.7,46,1.1,福島県沖
2022,6,10,09,14,27.6,32,45.5,129,55.8,9,0.1,長崎県南西部
2022,6,10,09,15,48.1,37,30.5,137,11.5,11,0.7,能登半島沖
2022,6,10,09,23,7.1,37,50.6,141,35.2,48,1.1,福島県沖
2022,6,10,09,26,34.7,34,34.0,134,59.0,11,0.8,淡路島付近
2022,6,10,09,26,59.5,37,33.5,137,18.6,19,0.4,能登半島沖
2022,6,10,09,31,43.2,31,59.4,129,23.8,8,1.3,薩摩半島西方沖
2022,6,10,09,41,45.1,33,49.4,135,32.5,8,0.2,和歌山県南部
2022,6,10,09,50,58.7,37,51.1,141,35.8,49,1.6,福島県沖
2022,6,10,09,52,50.6,32,57.9,141,22.5,71,3.1,八丈島東方沖
2022,6,10,09,59,56.2,37,33.2,137,14.7,18,0.7,能登半島沖
2022,6,10,10,05,16.7,37,58.7,141,43.6,56,1.2,宮城県沖
2022,6,10,10,07,33.1,41,9.9,140,9.5,165,2.9,青森県西方沖
2022,6,10,10,07,45.0,26,42.3,130,15.5,46,3.0,奄美大島近海
2022,6,10,10,11,11.5,38,37.1,139,30.8,5,0.6,山形県沖
2022,6,10,10,11,40.2,38,0.7,141,43.8,54,1.6,宮城県沖
2022,6,10,10,12,50.1,45,0.5,143,54.7,16,2.0,網走沖
2022,6,10,10,15,48.3,33,45.5,135,6.5,41,0.9,紀伊水道
2022,6,10,10,16,39.0,39,21.6,143,29.3,12,1.2,三陸沖
2022,6,10,10,23,13.3,30,42.4,130,38.4,58,0.5,種子島近海
2022,6,10,10,24,50.1,24,41.7,124,4.2,0,1.0,石垣島近海
2022,6,10,10,27,7.3,38,45.5,141,34.1,55,0.3,宮城県沖
2022,6,10,10,27,31.2,24,41.7,124,4.2,0,1.5,石垣島近海
2022,6,10,10,32,52.8,35,54.3,137,43.8,3,-0.1,長野県南部
2022,6,10,10,36,54.6,25,7.2,123,46.2,16,3.1,石垣島北西沖
2022,6,10,10,36,57.5,32,53.6,130,54.4,11,0.3,熊本県熊本地方
2022,6,10,10,41,40.5,37,22.2,142,5.7,26,1.0,福島県沖
2022,6,10,10,42,27.2,22,0.2,123,22.7,52,3.0,石垣島南方沖
2022,6,10,10,42,28.7,36,35.6,137,50.4,16,0.7,長野県北部
2022,6,10,10,42,28.7,37,41.1,141,36.7,52,1.2,福島県沖
2022,6,10,10,43,38.8,32,24.7,130,30.9,6,0.4,熊本県天草・芦北地方
2022,6,10,10,55,4.4,40,59.7,143,8.5,21,0.9,青森県東方沖
2022,6,10,10,57,1.3,37,51.5,141,35.2,46,0.9,福島県沖
2022,6,10,10,59,42.3,28,21.9,129,32.0,25,0.8,奄美大島近海
2022,6,10,11,00,39.7,37,49.8,141,36.8,48,0.8,福島県沖
2022,6,10,11,02,3.7,37,30.9,137,14.5,14,0.4,石川県能登地方
2022,6,10,11,03,30.5,36,3.5,137,33.3,5,0.9,岐阜県飛騨地方
2022,6,10,11,08,34.4,37,50.3,141,35.9,48,0.8,福島県沖
2022,6,10,11,11,48.6,33,0.8,131,13.0,7,0.3,熊本県阿蘇地方
2022,6,10,11,14,1.1,36,15.6,137,53.0,10,-0.2,長野県中部
2022,6,10,11,14,5.4,41,49.9,142,12.1,67,4.9,浦河沖
2022,6,10,11,19,19.1,32,36.6,131,58.7,37,1.4,日向灘
2022,6,10,11,20,19.3,37,51.1,141,36.4,48,1.1,福島県沖
2022,6,10,11,20,53.3,37,23.8,141,44.3,39,1.4,福島県沖
2022,6,10,11,22,13.2,37,29.7,137,13.0,11,1.0,石川県能登地方
2022,6,10,11,27,42.5,35,49.3,137,33.3,42,0.1,長野県南部
2022,6,10,11,31,57.4,28,40.5,129,25.8,61,1.1,奄美大島近海
