年,月,日,時,分,秒,緯度(度),緯度(分),経度(度),経度(分),深さ(km),Ｍ,震央地名
2022,6,4,00,03,52.7,39,31.8,141,41.6,12,0.5,岩手県沿岸北部
2022,6,4,00,04,22.5,39,12.8,144,26.4,29,0.9,三陸沖
2022,6,4,00,09,54.0,35,54.3,139,44.8,119,1.0,埼玉県南部
2022,6,4,00,11,9.6,36,46.0,138,31.5,0,0.9,長野県北部
2022,6,4,00,11,36.1,37,32.7,137,13.8,13,0.5,能登半島沖
2022,6,4,00,11,52.8,32,14.8,130,32.7,6,-0.5,熊本県天草・芦北地方
2022,6,4,00,12,8.7,26,48.6,126,30.3,19,1.6,沖縄本島北西沖
2022,6,4,00,12,50.9,37,45.3,141,36.3,56,2.8,福島県沖
2022,6,4,00,15,4.2,35,22.4,133,52.1,8,0.2,鳥取県中部
2022,6,4,00,16,3.1,32,42.3,132,2.7,38,0.2,日向灘
2022,6,4,00,16,50.3,33,30.1,135,16.3,32,0.6,和歌山県南方沖
2022,6,4,00,18,0.4,35,19.0,133,18.8,9,0.2,鳥取県西部
2022,6,4,00,19,29.7,36,4.9,136,12.5,11,1.0,福井県嶺北
2022,6,4,00,20,29.0,34,13.7,141,33.2,10,1.9,関東東方沖
2022,6,4,00,20,35.4,43,58.1,147,6.8,87,2.6,北海道東方沖
2022,6,4,00,24,8.3,33,50.1,134,58.0,11,1.3,紀伊水道
2022,6,4,00,24,16.1,37,51.4,141,34.3,46,0.9,福島県沖
2022,6,4,00,29,2.3,37,49.4,141,35.0,49,0.6,福島県沖
2022,6,4,00,30,58.0,37,31.3,137,18.3,12,1.2,石川県能登地方
2022,6,4,00,34,47.2,36,46.3,143,49.0,25,2.0,関東東方沖
2022,6,4,00,38,14.3,36,20.3,141,6.8,36,1.1,茨城県沖
2022,6,4,00,39,35.0,33,58.5,136,31.2,23,0.7,三重県南東沖
2022,6,4,00,40,31.1,32,41.1,132,1.8,43,0.2,日向灘
2022,6,4,00,54,12.4,34,1.8,133,45.6,7,0.1,徳島県北部
2022,6,4,00,54,48.3,37,30.3,137,13.1,12,2.7,石川県能登地方
2022,6,4,00,55,50.5,37,30.4,137,13.3,11,0.6,石川県能登地方
2022,6,4,00,55,58.0,26,47.1,126,28.2,27,1.9,沖縄本島北西沖
2022,6,4,00,56,47.3,39,8.2,142,25.4,22,1.1,岩手県沖
2022,6,4,00,56,59.6,26,48.0,126,32.7,13,1.8,沖縄本島北西沖
2022,6,4,01,00,24.2,31,17.0,130,26.3,156,1.4,鹿児島県薩摩地方
2022,6,4,01,01,41.8,38,4.7,142,39.3,21,1.3,宮城県沖
2022,6,4,01,01,59.0,37,40.9,141,32.1,54,1.0,福島県沖
2022,6,4,01,04,10.4,35,1.9,139,59.8,68,1.4,千葉県南部
2022,6,4,01,04,34.1,37,30.7,137,13.0,11,0.8,石川県能登地方
2022,6,4,01,04,57.6,25,52.6,130,11.4,40,2.5,南大東島近海
2022,6,4,01,05,3.6,37,32.1,137,17.3,10,0.1,能登半島沖
2022,6,4,01,05,24.3,37,47.6,141,38.6,54,0.8,福島県沖
2022,6,4,01,06,25.9,32,59.9,131,8.1,10,0.1,熊本県阿蘇地方
2022,6,4,01,10,17.8,32,12.7,131,32.0,16,-0.1,宮崎県北部平野部
2022,6,4,01,10,28.8,35,0.6,135,36.1,13,-0.1,京都府南部
2022,6,4,01,16,2.8,33,1.9,130,29.3,9,-0.1,福岡県筑後地方
2022,6,4,01,17,25.0,34,24.7,135,53.9,8,-0.1,奈良県
2022,6,4,01,18,37.3,32,40.0,130,43.9,14,-0.3,熊本県熊本地方
