年,月,日,時,分,秒,緯度(度),緯度(分),経度(度),経度(分),深さ(km),Ｍ,震央地名
2022,4,30,00,00,31.7,27,24.6,128,50.7,31,1.6,沖縄本島近海
2022,4,30,00,03,53.0,44,39.7,144,21.7,267,2.5,網走沖
2022,4,30,00,04,1.1,34,44.7,133,0.2,18,0.5,広島県北部
2022,4,30,00,05,15.7,39,3.4,140,51.9,10,0.6,岩手県内陸南部
2022,4,30,00,05,35.4,36,9.0,141,54.2,12,1.5,茨城県沖
2022,4,30,00,06,26.1,37,50.2,141,36.4,48,1.3,福島県沖
2022,4,30,00,06,53.6,31,55.5,130,50.1,2,0.7,鹿児島県薩摩地方
2022,4,30,00,11,2.3,31,51.0,132,8.6,23,1.6,日向灘
2022,4,30,00,12,12.1,31,36.5,130,12.6,11,0.7,薩摩半島西方沖
2022,4,30,00,14,22.7,43,48.8,147,5.1,0,2.9,北海道東方沖
2022,4,30,00,16,28.4,33,31.9,135,32.1,7,0.9,和歌山県南部
2022,4,30,00,18,10.8,38,54.1,142,2.6,42,1.4,宮城県沖
2022,4,30,00,21,8.8,39,3.7,140,52.1,11,0.5,岩手県内陸南部
2022,4,30,00,22,39.5,37,28.7,137,17.5,13,1.2,石川県能登地方
2022,4,30,00,30,35.2,32,25.0,130,31.7,6,0.6,熊本県天草・芦北地方
2022,4,30,00,31,27.2,34,10.0,135,11.0,3,0.0,和歌山県北部
2022,4,30,00,32,5.1,24,27.5,123,44.1,4,1.3,西表島付近
2022,4,30,00,33,21.6,34,7.7,133,47.6,14,0.7,香川県西部
2022,4,30,00,34,4.2,28,45.2,128,48.2,124,1.5,トカラ列島近海
2022,4,30,00,35,36.3,43,38.9,141,26.5,195,2.6,石狩地方北部
2022,4,30,00,36,18.8,38,1.1,141,44.0,54,1.3,宮城県沖
2022,4,30,00,42,34.7,37,45.1,141,36.9,54,1.3,福島県沖
2022,4,30,00,44,10.9,37,59.2,141,43.1,49,1.1,宮城県沖
2022,4,30,00,51,14.0,37,51.0,141,35.9,50,1.5,福島県沖
2022,4,30,00,54,56.9,37,42.9,141,41.4,53,1.0,福島県沖
2022,4,30,00,55,5.0,38,47.2,141,45.4,54,1.1,宮城県沖
2022,4,30,00,59,36.7,34,1.4,135,35.9,45,0.3,和歌山県南部
2022,4,30,01,06,15.4,37,30.1,137,14.1,11,1.7,石川県能登地方
2022,4,30,01,06,20.6,40,35.1,140,21.7,7,0.0,青森県津軽南部
2022,4,30,01,06,23.6,37,52.8,141,38.4,49,1.3,福島県沖
2022,4,30,01,13,56.1,40,58.8,139,25.0,23,1.7,青森県西方沖
2022,4,30,01,14,56.4,37,50.3,141,34.5,49,1.4,福島県沖
2022,4,30,01,16,29.9,37,43.0,141,34.6,53,1.1,福島県沖
2022,4,30,01,16,56.8,37,51.0,141,41.5,56,1.1,福島県沖
2022,4,30,01,18,42.0,39,58.5,142,1.5,38,0.6,岩手県沖
2022,4,30,01,23,18.4,31,34.2,130,17.6,4,0.2,薩摩半島西方沖
2022,4,30,01,26,17.7,44,1.2,139,37.3,6,2.1,北海道西方沖
2022,4,30,01,28,32.0,31,40.4,128,53.2,12,1.8,薩摩半島西方沖
2022,4,30,01,29,40.5,37,50.6,141,36.0,49,1.2,福島県沖
2022,4,30,01,29,42.2,37,49.4,141,33.7,63,1.3,福島県沖
2022,4,30,01,31,1.1,37,40.4,141,32.3,51,1.3,福島県沖
2022,4,30,01,31,10.7,37,31.9,141,25.9,61,1.2,福島県沖
2022,4,30,01,34,50.6,35,11.3,135,6.1,14,1.2,兵庫県南東部
2022,4,30,01,34,55.3,35,11.1,135,5.8,13,0.9,兵庫県南東部
2022,4,30,01,35,33.4,34,54.2,139,57.1,59,1.5,千葉県南東沖
2022,4,30,01,40,53.6,43,16.6,143,22.3,7,0.1,十勝地方北部
2022,4,30,01,51,28.2,37,54.7,141,39.6,50,1.7,宮城県沖
2022,4,30,01,53,30.6,35,7.3,135,52.6,15,1.0,滋賀県南部
2022,4,30,02,05,11.3,39,30.0,141,43.2,10,0.3,岩手県沿岸南部
2022,4,30,02,06,24.5,23,13.1,123,53.3,49,3.3,石垣島近海
2022,4,30,02,07,50.8,31,41.6,128,54.6,8,2.8,薩摩半島西方沖
2022,4,30,02,11,53.8,36,2.7,137,35.2,7,0.5,岐阜県飛騨地方
2022,4,30,02,12,51.7,31,19.4,130,33.1,9,0.6,鹿児島県薩摩地方
2022,4,30,02,15,41.0,37,30.5,137,12.5,12,2.4,石川県能登地方
